emp_no,salary
258473,44989
258476,42412
258483,40000
258491,63835
258493,40000
258498,40000
258500,56811
258501,45544
258514,46694
258521,93070
258522,40000
258529,40000
258534,40000
258540,66206
258542,49979
258547,40000
258548,61244
258554,40000
258563,53779
258564,40000
258581,46215
258587,40000
258591,55512
258620,55097
258621,43619
258630,54676
258651,50171
258654,50405
258657,53853
258659,40000
258671,66571
258675,44710
258676,43632
258681,48742
258693,44928
258706,73279
258712,40000
258714,50559
258720,46103
258721,67094
258750,68591
258759,47555
258763,66328
258773,40000
258781,40000
258785,40000
258786,49751
258796,89005
258800,43292
258801,52229
258802,40000
258805,44039
258808,49867
258821,51457
258823,40000
258826,43694
258827,70429
258831,64905
258838,73682
258848,52858
258849,69451
258850,56477
258855,65951
258863,40000
258867,40000
258884,40000
258885,40000
258888,66290
258905,40000
258907,47471
258916,46133
258925,55927
258927,62580
258936,76870
258937,40000
258944,47424
258951,73400
258955,107773
258957,85904
258960,43944
258963,54239
258971,40000
258974,65771
258985,68366
258992,57583
258995,40000
258996,40455
259001,40000
259013,55766
259015,86067
259025,40000
259029,40000
259041,53688
259044,81266
259047,55972
259050,66062
259064,41797
259073,74152
259075,52704
259081,41242
259082,43823
259096,40000
259100,60952
259103,76783
259110,45570
259112,40000
259115,76153
259120,40000
259128,41290
259130,40000
259131,40000
259135,58534
259137,66006
259146,66389
259160,62239
259166,54130
259167,51572
259176,60788
259179,72585
259182,52888
259186,69466
259190,74426
259197,57936
259202,40000
259205,77856
259207,44292
259212,53052
259224,40000
259229,57597
259234,56927
259236,40015
259244,45931
259250,40000
259260,49169
259272,44027
259279,48228
259285,40000
259292,40000
259297,40000
259301,40000
259310,53905
259311,58203
259314,40000
259315,40000
259323,53516
259333,42843
259337,40000
259338,52276
259341,40000
259342,67665
259349,67255
259350,40000
259351,78335
259353,60301
259364,44826
259374,40000
259387,40000
259391,40000
259393,55454
259402,50665
259403,40000
259410,48951
259411,40000
259412,99368
259424,58489
259428,40000
259435,71625
259436,40000
259437,62660
259443,54838
259452,43287
259457,62540
259460,96035
259469,44612
259470,61696
259471,91727
259482,40000
259486,57056
259487,40000
259489,47292
259499,55716
259501,40000
259504,55729
259506,76361
259508,40000
259513,44462
259518,63528
259519,46753
259541,57690
259551,40000
259552,57095
259553,41057
259562,40000
259563,45488
259565,65510
259567,40000
259585,45547
259593,40000
259603,62527
259605,40000
259612,47683
259620,40000
259636,50870
259640,90117
259663,42397
259665,40000
259682,40000
259684,47712
259689,61871
259691,44407
259696,40000
259700,44806
259702,61130
259703,40000
259704,52593
259717,40499
259722,51612
259729,48370
259740,77225
259747,40566
259749,40000
259766,48710
259769,40000
259771,40000
259777,50401
259781,72957
259783,40000
259786,40000
259796,40000
259805,40000
259810,67840
259838,40000
259846,40000
259850,42329
259856,40000
259859,46234
259860,40537
259863,81484
259866,40000
259874,99570
259889,45008
259895,49024
259899,55328
259902,87635
259908,61887
259916,40000
259925,41258
259928,46383
259929,40000
259931,60080
259944,40000
259947,40000
259951,41919
259960,67120
259978,54634
259987,42481
260000,40005
260011,50467
260017,55690
260029,40000
260035,40000
260040,40000
260044,56293
260046,40000
260053,57663
260063,57741
260072,40000
260077,40000
260080,40000
260082,62814
260101,65936
260108,75578
260110,78656
260126,40000
260134,40000
260136,40000
260144,43141
260169,44695
260171,40000
260177,63162
260179,40000
260192,76101
260193,49149
260206,40000
260222,40000
260226,46274
260239,71268
260244,53410
260253,46185
260256,40000
260260,69031
260268,50603
260272,65339
260273,40000
260281,49792
260296,54751
260303,54619
260305,40000
260307,67527
260327,40000
260330,62783
260331,67381
260342,51495
260344,40000
260346,75905
260348,54648
260350,58100
260352,40000
260359,40000
260366,78350
260367,81700
260371,42635
260373,59343
260381,68737
260398,50830
260415,40000
260418,40000
260425,40000
260426,80463
260441,40000
260442,71382
260464,43730
260487,40000
260507,40000
260510,58026
260516,66474
260517,40000
260529,40000
260535,40000
260537,53265
260543,106579
260549,54327
260551,40000
260555,40000
260557,47556
260581,68996
260585,57325
260586,47609
260603,60696
260612,79824
260616,88152
260627,40000
260640,40000
260642,40000
260645,47887
260649,83123
260664,40000
260675,40000
260678,44124
260690,50759
260700,96900
260702,40000
260704,65357
260711,68735
260716,49515
260717,71002
260724,40000
260728,43207
260729,54410
260732,91231
260742,40000
260743,64137
260756,57953
260764,40000
260774,40000
260781,42417
260790,40000
260796,40000
260801,64679
260816,60328
260817,47054
260822,40501
260827,48351
260828,40000
260834,50743
260838,49390
260843,66723
260852,40000
260864,72714
260865,48791
260880,56046
260882,68808
260889,45696
260895,57607
260902,57750
260912,44197
260913,53652
260916,79518
260917,84830
260943,79017
260949,54302
260959,46881
260965,40000
260970,40000
260973,58732
260976,48704
260978,40000
260992,40564
261004,62809
261007,64321
261010,42646
261013,40000
261017,68767
261021,94646
261028,57280
261040,40000
261045,61301
261053,76210
261054,59904
261056,40000
261070,40000
261071,40000
261080,54114
261084,52438
261087,40000
261088,50040
261090,70819
261112,44675
261113,40000
261125,58171
261127,72264
261132,44617
261133,48159
261134,75802
261136,103702
261138,40000
261142,55984
261143,69057
261147,57009
261149,57877
261150,40000
261159,48512
261180,49982
261183,40000
261189,40000
261192,40000
261194,67590
261198,56714
261208,53814
261213,100122
261226,80285
261230,40000
261249,56399
261264,60149
261266,76170
261272,40000
261274,54587
261282,40000
261283,46297
261285,44505
261293,64253
261298,40000
261317,42955
261320,53158
261321,78838
261324,40000
261336,55322
261337,67343
261342,40000
261346,61633
261347,48958
261356,40000
261359,40000
261362,95193
261366,64448
261372,40000
261385,57141
261419,40961
261427,69526
261437,40000
261438,40000
261440,52088
261451,69345
261456,51745
261469,53797
261476,50299
261486,40000
261494,53227
261507,68938
261510,40000
261516,40000
261527,41800
261531,46578
261532,40000
261541,40000
261546,70526
261548,73014
261552,40000
261566,40981
261569,81187
261575,40000
261578,54062
261580,40000
261585,82774
261586,40000
261588,40000
261589,69278
261592,40000
261594,60089
261602,40000
261603,65374
261616,51804
261619,50325
261623,58951
261633,41402
261644,40000
261648,56333
261650,40000
261651,77905
261661,63422
261673,51116
261683,58588
261686,40000
261692,41262
261693,45708
261700,40000
261702,40000
261704,40000
261729,40000
261760,40000
261764,40000
261771,40000
261772,49257
261773,50393
261775,63850
261784,56000
261791,56860
261801,46750
261806,40000
261811,40000
261815,40000
261817,59467
261819,41862
261822,71227
261823,40000
261826,40000
261832,40000
261839,41895
261842,45473
261845,40000
261846,52263
261850,65006
261853,40000
261861,40000
261862,73235
261874,40000
261876,40000
261883,53780
261888,50276
261894,59071
261900,90098
261901,40000
261923,40000
261926,55255
261953,40000
261960,49578
261961,40000
261965,69895
261972,68018
261978,40000
261987,40000
261991,40000
261993,40000
261996,61865
261998,86125
262006,66442
262008,40000
262011,91078
262022,40000
262025,52274
262027,59202
262034,40000
262037,40000
262038,47897
262041,40000
262042,63434
262043,62260
262046,40000
262047,67633
262057,65644
262059,48682
262067,40000
262076,40000
262080,40000
262105,89631
262115,40000
262116,46098
262122,40000
262126,59226
262129,41299
262131,48217
262134,86253
262141,40000
262149,55850
262162,40000
262168,63842
262173,43324
262178,40000
262184,55886
262185,40000
262190,40000
262211,43966
262212,63535
262214,49964
262216,76452
262221,70049
262223,65174
262233,72251
262240,40000
262242,72037
262255,44941
262258,48238
262260,44838
262273,40000
262280,68141
262283,65700
262291,40000
262292,54794
262296,49136
262301,40000
262304,40000
262308,95927
262311,67963
262319,42427
262322,48171
262325,40000
262333,45360
262338,40000
262340,49501
262348,53824
262364,48968
262379,75361
262384,52172
262389,40000
262397,59375
262399,50032
262405,60503
262407,89813
262414,40000
262415,61302
262419,47543
262432,63869
262435,40000
262438,40000
262441,59759
262451,40000
262460,60628
262462,40000
262467,63779
262486,40000
262498,40000
262505,47541
262511,44780
262516,56925
262522,40000
262524,40000
262530,49458
262532,40000
262534,84945
262549,40000
262550,77233
262556,40000
262572,81779
262599,47665
262602,79806
262614,74802
262622,63750
262630,74831
262631,56579
262633,40000
262634,56165
262635,88266
262645,43537
262648,44104
262663,42308
262666,40000
262671,72500
262677,72416
262687,73384
262699,54735
262701,40000
262703,40000
262704,65130
262715,40000
262725,40026
262736,49779
262738,50547
262750,40000
262753,40875
262755,44314
262763,63989
262767,40000
262771,40000
262785,55380
262799,70996
262801,40000
262844,44975
262845,62421
262850,66484
262851,40000
262856,40000
262863,40000
262866,54603
262867,66885
262868,77200
262871,59425
262881,40325
262885,62204
262887,59977
262900,54674
262903,40000
262910,49904
262920,50476
262923,40000
262934,40000
262936,43673
262955,40000
262975,52832
262976,61396
262980,40000
262983,40000
262992,52718
262993,40000
262995,40000
262996,40000
262999,59650
263001,40000
263002,52819
263003,42426
263014,40000
263028,85715
263038,49530
263039,40000
263071,50030
263082,52476
263088,41440
263109,40521
263111,48157
263117,40000
263124,71558
263126,41022
263130,40000
263132,40000
263140,76277
263141,40000
263143,51619
263147,50029
263148,59288
263150,40000
263166,55954
263167,57519
263191,40000
263194,40000
263196,40000
263198,66043
263199,47557
263202,40000
263205,40257
263210,55735
263214,85253
263219,54033
263223,40000
263224,50697
263228,72598
263250,56629
263271,40000
263272,40000
263276,44710
263284,59383
263299,67141
263304,44020
263310,40000
263312,88466
263320,63681
263335,42865
263346,50911
263354,65045
263358,40000
263360,62646
263366,64261
263376,40000
263383,73912
263398,43104
263399,61789
263409,46030
263411,50580
263414,58753
263428,40000
263429,45109
263435,40000
263440,40000
263448,40000
263456,40000
263466,70804
263467,81977
263471,56274
263472,51195
263480,60374
263500,40000
263510,43008
263525,72233
263527,40541
263528,47749
263540,40000
263541,48885
263550,68975
263568,40000
263569,43364
263573,59935
263574,68090
263583,40000
263587,40000
263592,50229
263599,46170
263600,73927
263608,40000
263619,40000
263633,66870
263634,69265
263641,40000
263655,40000
263664,44675
263665,40000
263666,51104
263668,69319
263684,40000
263691,40000
263713,59364
263717,74787
263727,40098
263730,40000
263733,63717
263738,44998
263750,40000
263765,45325
263766,57417
263769,49326
263773,48098
263792,40000
263793,71407
263798,40000
263807,45998
263808,51905
263822,42793
263829,60195
263831,50277
263851,66223
263855,54156
263857,43895
263861,54005
263868,73556
263875,92093
263894,49100
263910,69745
263920,60182
263924,41290
263925,56727
263927,55917
263935,40000
263939,61697
263940,63504
263941,46001
263945,55143
263946,40000
263947,54821
263959,53027
263967,49994
263973,63751
263975,40000
263985,67700
263988,66315
263990,66032
263993,44393
264002,68962
264013,95604
264019,71030
264020,42535
264038,61991
264039,55576
264044,40000
264047,40000
264049,45009
264052,60733
264068,40000
264069,55948
264077,52212
264083,40000
264086,69981
264101,51910
264103,55402
264107,40000
264125,95123
264127,40000
264128,90452
264129,66572
264133,47967
264143,40000
264150,59936
264161,40000
264162,50785
264174,56167
264184,54367
264188,45073
264190,60119
264191,40000
264198,49761
264207,74668
264215,50986
264234,40000
264249,40000
264250,40000
264276,59140
264280,59767
264281,65364
264282,59018
264302,65134
264308,51448
264334,50698
264340,41866
264344,51991
264345,53344
264347,40000
264351,40000
264352,53962
264361,40000
264370,40000
264372,64032
264382,42420
264383,51371
264386,40000
264397,55581
264401,64938
264402,40000
264403,50391
264411,54436
264413,43040
264429,42763
264441,40000
264445,40000
264450,65699
264456,44193
264465,40000
264477,41408
264478,40000
264481,41922
264482,46287
264485,80903
264493,46116
264494,74749
264495,45279
264498,40000
264507,64972
264512,40000
264513,57840
264518,40000
264535,40000
264539,61221
264541,40000
264542,40000
264546,72582
264549,62458
264560,56014
264565,40000
264568,69415
264577,68908
264588,97512
264598,40000
264618,52713
264633,63966
264636,50476
264648,40000
264654,72003
264657,49203
264665,48108
264666,42378
264669,72563
264689,40000
264690,40000
264692,57292
264699,40000
264703,50268
264737,71257
264745,40000
264754,61331
264760,74778
264763,98746
264766,40000
264773,77162
264775,40000
264786,63505
264787,70653
264788,40000
264789,40000
264790,55750
264801,40000
264814,40000
264815,62194
264816,50376
264825,40000
264828,40000
264831,41412
264851,75311
264855,91271
264858,57348
264866,40000
264868,40000
264869,77115
264883,43421
264884,61604
264890,62125
264892,56168
264898,40000
264904,40000
264916,43172
264929,92626
264931,40000
264932,40000
264937,75972
264945,40000
264947,52216
264948,55408
264951,69701
264952,53731
264953,64111
264954,69956
264963,66038
264968,46786
264970,68741
264971,40000
264975,68249
264976,67412
264984,40000
264994,40000
265009,40000
265011,48979
265018,47955
265022,40000
265025,40000
265034,55878
265037,40000
265040,79189
265044,53170
265051,50914
265057,46283
265060,40615
265063,40000
265072,77806
265074,44308
265098,40000
265119,57163
265124,45708
265134,89855
265147,69990
265151,40000
265157,48088
265161,40000
265182,40000
265186,53873
265201,40000
265203,63916
265207,57542
265228,40000
265230,40000
265234,40000
265241,40000
265249,40000
265250,40000
265257,40000
265260,74106
265273,42012
265286,69577
265288,58170
265307,66805
265308,48631
265316,40000
265332,40000
265335,53669
265339,74979
265340,82147
265363,40000
265364,41663
265370,57824
265377,40000
265394,43513
265398,40000
265399,40000
265400,40000
265407,90996
265423,52508
265435,97399
265436,63960
265440,40000
265443,46111
265445,57813
265452,45137
265456,40000
265462,49706
265465,40000
265469,48579
265470,40000
265475,40000
265479,40000
265482,71311
265484,50281
265486,53556
265493,63826
265496,55394
265497,104561
265499,68116
265501,97944
265505,43732
265506,77777
265532,40000
265535,40000
265538,69849
265540,40000
265542,65553
265572,79660
265573,68193
265579,40000
265600,40682
265606,40000
265607,52593
265622,40000
265626,67600
265635,70291
265652,63327
265657,57497
265661,55479
265666,40000
265671,40000
265675,40000
265687,40000
265692,59249
265696,40000
265697,40000
265701,50870
265707,51238
265712,48122
265720,64063
265739,40000
265741,43543
265742,43075
265748,83670
265764,50011
265770,57561
265775,66174
265783,49326
265791,84542
265797,49286
265802,49447
265814,40000
265830,40000
265831,64596
265840,50782
265841,44737
265852,68154
265864,40000
265872,40000
265874,49624
265876,54248
265884,53180
265891,80619
265902,40000
265903,49831
265907,54979
265912,49041
265917,40000
265936,70349
265947,40000
265948,71092
265962,40000
265966,50156
265972,45808
265973,55585
265981,52094
265984,81314
265985,45074
265990,44753
266004,56504
266012,61570
266017,68777
266024,65492
266033,61268
266038,40000
266039,67666
266043,70145
266044,44486
266048,60843
266049,67285
266053,51062
266055,40000
266067,62784
266089,40000
266090,52743
266092,54777
266096,75819
266100,49653
266114,55737
266135,40000
266138,46179
266147,57640
266150,47610
266157,72824
266161,43100
266177,40000
266181,51469
266186,43802
266190,40000
266199,64618
266202,41239
266209,63507
266212,40000
266215,40000
266224,90836
266228,40000
266233,40000
266242,40000
266244,40398
266245,61893
266253,60865
266255,54543
266266,40000
266274,40000
266282,40000
266284,40398
266285,54360
266294,61564
266309,46605
266312,40000
266318,57533
266325,43327
266333,52343
266351,60374
266360,40000
266377,40000
266378,42077
266387,40000
266388,66725
266399,40000
266408,40000
266418,40000
266423,57198
266432,40000
266441,40000
266450,53099
266451,68758
266457,72634
266458,71934
266466,40000
266476,40000
266485,73565
266486,62505
266487,63251
266491,75764
266496,40000
266498,74777
266503,40000
266521,41324
266530,64810
266531,73953
266539,60691
266547,46279
266548,40000
266550,69837
266562,70709
266564,44949
266575,40000
266579,50166
266581,40000
266594,43595
266600,45491
266607,40000
266609,46459
266613,52436
266621,40000
266632,58668
266647,71641
266649,40000
266654,40000
266672,40000
266673,54484
266676,56184
266684,51658
266699,41937
266708,40000
266709,61597
266715,52815
266716,40000
266719,62810
266729,53915
266735,40721
266737,43502
266741,64209
266747,40000
266756,40000
266760,55689
266762,57047
266766,54983
266768,58749
266769,40000
266770,62934
266774,40000
266789,63048
266798,72264
266814,79818
266816,40000
266821,61861
266827,40000
266828,81618
266847,72936
266853,53101
266860,40000
266866,43013
266867,40000
266871,46567
266880,46421
266895,40000
266908,58992
266920,40000
266921,45973
266922,54172
266926,40000
266934,46090
266944,52299
266945,51419
266964,40000
266968,40000
266974,58877
267001,48071
267003,67733
267009,40000
267015,40000
267041,59724
267046,47240
267051,44027
267063,64217
267070,40000
267094,82139
267097,50243
267103,45031
267109,65852
267122,40000
267124,42867
267125,40000
267128,72980
267148,43787
267160,45998
267170,60986
267175,40000
267177,42465
267178,64014
267179,40000
267183,40000
267196,68151
267197,62157
267214,40108
267220,47919
267228,55262
267235,59180
267243,61236
267254,59893
267257,93465
267285,70399
267294,40000
267295,78325
267300,54400
267301,40000
267303,47815
267305,41540
267314,48217
267316,40000
267328,85284
267329,40000
267344,47601
267353,51097
267368,64742
267375,67951
267376,40577
267378,58504
267387,40000
267390,50422
267394,40000
267398,69012
267407,88970
267411,62412
267415,57211
267417,83629
267425,56769
267426,62413
267451,56863
267457,44875
267459,40000
267467,72373
267479,61588
267507,40000
267508,52131
267512,40000
267517,40000
267519,40000
267525,87817
267540,45137
267544,40000
267545,47562
267546,56781
267549,40000
267585,43547
267595,56794
267604,40000
267605,40000
267613,98689
267614,60772
267619,80613
267636,63974
267642,40000
267663,69333
267679,50095
267682,40000
267686,57136
267688,54399
267693,66987
267703,76048
267705,49519
267715,40750
267719,40000
267722,82434
267726,55724
267727,80003
267729,60881
267752,40000
267767,50968
267779,70608
267781,63900
267789,40000
267796,48492
267800,49958
267806,62924
267807,76663
267808,70903
267813,40541
267830,60944
267831,40000
267856,40000
267860,52864
267868,53683
267887,42742
267889,75688
267906,45167
267924,62436
267932,81127
267940,57316
267966,40000
267967,47778
267971,48171
267974,51200
267986,40000
267998,40000
268012,40000
268014,44919
268015,40000
268021,86371
268030,50013
268042,50607
268054,58603
268055,54106
268057,51162
268060,55322
268070,47395
268072,40000
268075,49534
268077,54269
268090,47603
268091,44969
268109,43426
268113,41489
268118,40000
268133,49338
268136,53088
268137,46592
268138,79907
268141,59604
268142,43715
268147,46817
268149,40000
268164,44997
268179,47224
268180,48426
268181,52144
268201,40000
268204,70004
268209,75036
268211,65855
268240,40000
268250,60088
268268,46321
268273,40000
268275,41439
268282,44768
268294,42355
268307,40000
268316,51019
268324,76814
268337,40000
268339,53173
268351,40000
268352,40000
268354,70456
268359,44630
268365,47332
268366,40622
268381,40000
268388,40000
268393,54177
268405,51336
268407,48573
268424,43747
268430,40000
268437,47879
268441,40000
268447,41004
268455,42012
268462,44504
268468,61716
268474,68177
268475,40000
268487,77526
268489,40000
268494,40000
268498,58274
268499,53083
268507,40000
268523,45601
268527,45653
268555,46753
268569,94816
268574,57046
268580,40000
268585,51034
268592,40000
268596,71335
268607,45748
268608,40000
268613,53960
268614,40000
268615,41192
268616,53502
268624,61847
268638,40000
268652,40000
268655,40000
268661,78913
268665,47624
268667,44330
268678,46052
268681,62048
268684,71012
268690,86272
268702,48205
268706,40000
268709,40000
268723,40000
268726,51939
268728,51539
268740,69425
268742,40000
268747,40000
268748,45337
268761,65409
268778,71783
268779,41392
268792,40000
268808,40000
268854,40000
268862,40000
268863,58116
268864,40000
268872,78073
268876,54352
268880,40000
268886,59494
268901,83638
268902,56509
268906,40000
268916,48132
268920,74780
268934,40000
268941,40000
268947,40000
268957,40000
268961,46179
268981,77047
268985,40000
268992,69353
268995,47835
269000,80244
269008,52715
269017,51175
269018,77276
269019,53081
269022,40000
269027,40000
269049,85049
269051,63706
269052,66143
269063,66029
269066,40000
269069,40000
269077,40000
269080,73874
269081,53351
269089,42042
269096,40297
269101,40058
269102,58051
269109,77635
269117,60009
269120,57638
269127,69865
269139,40000
269151,40000
269159,42736
269161,40000
269172,45462
269188,51090
269195,40000
269196,40000
269197,58409
269201,85018
269202,62982
269205,63958
269216,57630
269224,67441
269240,40000
269248,60026
269257,40000
269265,40000
269275,60848
269281,40000
269285,57550
269293,40000
269300,82355
269301,40000
269303,40000
269305,51768
269311,64399
269316,41795
269317,56429
269320,62847
269330,48273
269333,49629
269338,40000
269348,61154
269350,48338
269351,53169
269368,40000
269373,57827
269390,40000
269394,40000
269400,56434
269402,43085
269419,40000
269432,50248
269435,40000
269439,45999
269446,43883
269450,74797
269452,40000
269458,53862
269461,97704
269462,40000
269466,40000
269500,48920
269501,49855
269519,65210
269525,68716
269529,40000
269534,66926
269537,67119
269550,45031
269552,65069
269562,50979
269565,52351
269572,40000
269581,53895
269583,49398
269590,47316
269594,42230
269598,43594
269605,47482
269606,58768
269612,68531
269614,51043
269616,40000
269617,40000
269621,42123
269625,40000
269627,44361
269636,81684
269639,63406
269654,40989
269656,40000
269658,57040
269661,43060
269668,40000
269678,54033
269680,55627
269686,40000
269695,40000
269698,77808
269703,40000
269706,65444
269714,80237
269715,43382
269725,40000
269726,72629
269729,40000
269739,54689
269744,40000
269748,57362
269753,83643
269758,50470
269761,50448
269768,53875
269772,47799
269775,40000
269788,44910
269800,40000
269802,63368
269804,40000
269811,81970
269825,75493
269828,40000
269833,92047
269835,49479
269841,69797
269843,41478
269850,76280
269853,46501
269870,40000
269873,66561
269874,40000
269877,74916
269879,40000
269885,74056
269898,73422
269911,55798
269918,95504
269922,65024
269923,95408
269931,40000
269936,64378
269955,40000
269963,79833
269964,40000
269969,62352
269980,81634
269985,42955
269992,40000
269993,80883
270006,64771
270008,46368
270026,57683
270033,54685
270039,80406
270044,44539
270045,69255
270052,49519
270058,40000
270068,40000
270076,48388
270087,50026
270094,53228
270106,40000
270120,45336
270121,40000
270123,80719
270125,60052
270130,74776
270135,47277
270138,52118
270162,59253
270165,65345
270170,45327
270175,66814
270181,46718
270201,40794
270213,48886
270215,44514
270216,61277
270219,69767
270228,65542
270234,57348
270239,59580
270249,49062
270253,48047
270258,40000
270259,57329
270262,40000
270269,40000
270276,57903
270281,40000
270284,54699
270290,40000
270292,40000
270293,50021
270296,66118
270299,40000
270304,40000
270309,45489
270326,76654
270336,40000
270349,46976
270359,83882
270371,80759
270373,76058
270382,72376
270383,74367
270388,47173
270391,48106
270401,40000
270403,46329
270404,49472
270406,50131
270424,61545
270431,40000
270438,62675
270448,41906
270453,59525
270464,40000
270480,65331
270488,70648
270492,52428
270500,65110
270510,60600
270521,50951
270531,48367
270532,40000
270533,41284
270534,40000
270536,40000
270552,60204
270555,40477
270557,40000
270579,48963
270584,40000
270585,50395
270589,57315
270596,70361
270618,48740
270633,72151
270641,61726
270649,40268
270658,40000
270659,49879
270662,46183
270667,40000
270668,71502
270669,40000
270674,41016
270683,53408
270690,47557
270695,56057
270700,79054
270702,40000
270704,49173
270709,50952
270712,81716
270721,67371
270730,43306
270735,59308
270738,82859
270741,45402
270742,40000
270748,40000
270754,40000
270765,54482
270767,53019
270768,49268
270773,44359
270774,44855
270784,53925
270787,42531
270795,101061
270803,40000
270810,56560
270818,61683
270820,40000
270822,40515
270830,47641
270831,62152
270863,40000
270876,51071
270880,69217
270888,70849
270898,77427
270912,51468
270914,90830
270915,64065
270919,40000
270922,82096
270935,51596
270951,40000
270958,74648
270959,40000
270966,54562
270987,40000
270993,40000
271007,67860
271008,62599
271023,50946
271032,86898
271040,43832
271046,69782
271050,82397
271053,42709
271063,65229
271072,40000
271080,55723
271084,44397
271103,40000
271113,74451
271120,41596
271148,40000
271157,45211
271166,59728
271172,46158
271175,40000
271186,40000
271190,92764
271199,40555
271201,56244
271203,73409
271206,63176
271212,43572
271213,40000
271216,40000
271234,40000
271236,44894
271238,60143
271243,50489
271255,64225
271261,64166
271263,40000
271268,46233
271272,40000
271282,75636
271283,43443
271300,70448
271304,40000
271305,42121
271307,53061
271318,56687
271319,95814
271330,42913
271344,40000
271347,40000
271348,40000
271352,52811
271371,40000
271381,52381
271390,63816
271403,94810
271412,74763
271429,55365
271436,40000
271438,46589
271452,65650
271453,52819
271455,66305
271463,87592
271468,87088
271469,53838
271470,40000
271480,45121
271491,59543
271495,40000
271502,53815
271504,52688
271505,44445
271508,47007
271509,41010
271517,40000
271518,43395
271536,40000
271537,40000
271545,79212
271546,40000
271550,75106
271554,80451
271563,41187
271572,45194
271579,55010
271592,40000
271594,42787
271602,40000
271605,62354
271607,50681
271611,66059
271629,43693
271633,40000
271638,40000
271645,40000
271646,40000
271653,40000
271675,64446
271677,51775
271679,63737
271699,56570
271703,99281
271704,40000
271710,40000
271720,40000
271721,46423
271725,40000
271726,40000
271733,40000
271736,40000
271751,40000
271757,64524
271759,40000
271769,44942
271771,40000
271776,40000
271778,83105
271796,56213
271801,43892
271803,68302
271814,47555
271816,40000
271828,64785
271831,40000
271832,50183
271862,40000
271867,75299
271871,41474
271884,61222
271888,40000
271891,43535
271893,65642
271906,56387
271912,57330
271914,40000
271915,40287
271933,58049
271940,41368
271976,66603
271983,45039
271991,54170
271997,93683
272009,44502
272011,68561
272021,49057
272025,40000
272026,46888
272032,40000
272036,42118
272041,64476
272056,40000
272061,40000
272065,57202
272067,49236
272073,63813
272080,40000
272085,50027
272089,40000
272094,71222
272098,49358
272109,54351
272118,68303
272122,70377
272123,40000
272125,49018
272139,42365
272146,54150
272149,53393
272159,72627
272161,71781
272170,53819
272176,42043
272188,116019
272197,40000
272203,40000
272214,40000
272219,53476
272222,79199
272230,40000
272252,58696
272254,52545
272267,43282
272269,40487
272270,74005
272280,40000
272296,40000
272297,63014
272307,40000
272317,67959
272322,40000
272346,40000
272347,48520
272355,40000
272357,67947
272361,70294
272372,74479
272373,45530
272378,40000
272397,40000
272400,65139
272404,54822
272413,40000
272419,61273
272433,62240
272436,40000
272438,72757
272439,50170
272440,80016
272443,60425
272462,44238
272463,75975
272467,111837
272468,40000
272471,67390
272475,47082
272486,59197
272492,42096
272494,48681
272500,43721
272502,56625
272516,40000
272520,40000
272531,40000
272538,87279
272541,55393
272552,40000
272553,70732
272555,48682
272561,40000
272577,40000
272598,51977
272601,40000
272611,71995
272615,63848
272627,70603
272637,64772
272638,40000
272639,40000
272642,40000
272646,40000
272648,44517
272654,48448
272657,52238
272666,52101
272673,40000
272677,72579
272683,46759
272691,55747
272693,40000
272700,40000
272704,40000
272708,43553
272709,40000
272712,40000
272727,40000
272729,40000
272732,56358
272742,40000
272754,40000
272762,56061
272763,57264
272766,46713
272780,62172
272781,62003
272786,50754
272802,43147
272808,40000
272813,40000
272817,53261
272819,51326
272826,49000
272833,53415
272837,50261
272848,70300
272849,40000
272857,40000
272859,61742
272863,41762
272864,60779
272876,40000
272878,40000
272881,51865
272887,40000
272895,40000
272902,40000
272903,40000
272932,40000
272934,42876
272937,40000
272943,81125
272947,66630
272958,43326
272961,40000
272963,40000
272968,68045
272970,43890
272974,62812
272976,50778
272990,47029
272992,40000
272995,47434
273007,40000
273013,47310
273019,40000
273023,64217
273025,40000
273033,40000
273037,40000
273047,55941
273048,51058
273052,53626
273060,40675
273063,65578
273068,57131
273075,40000
273081,40000
273092,49004
273098,40000
273105,40000
273107,52994
273109,92915
273113,55100
273120,40000
273126,55190
273127,40000
273128,56013
273129,58050
273132,40538
273136,56525
273144,60831
273158,40000
273196,40000
273201,49745
273219,48058
273225,42984
273232,42476
273234,53644
273243,47560
273245,40000
273250,57924
273253,40000
273276,40000
273289,42364
273296,40000
273298,40000
273299,45419
273306,40000
273311,93636
273322,40000
273325,64918
273329,65915
273333,40000
273339,51363
273344,48887
273346,51986
273351,40600
273368,47375
273370,40000
273384,59942
273392,40000
273393,40000
273406,40303
273427,48935
273450,40000
273472,68293
273475,50032
273476,84001
273477,63003
273485,40000
273511,40000
273523,60062
273527,48516
273530,40000
273553,48643
273555,83836
273561,54411
273563,50179
273565,47334
273568,70246
273578,42340
273579,40000
273598,40000
273601,40000
273617,76704
273627,46883
273631,69661
273654,44048
273661,47849
273662,52157
273678,40000
273687,40000
273701,40000
273705,40000
273711,40725
273720,73509
273721,61132
273723,40000
273754,60621
273764,40000
273771,59003
273778,55474
273822,45872
273832,48201
273840,53918
273843,41529
273847,66510
273856,44917
273864,46861
273867,55186
273875,40000
273881,40000
273882,40000
273900,60881
273902,57098
273917,40727
273926,44265
273931,60377
273941,40000
273942,44907
273945,40000
273952,40000
273963,40000
273964,50294
273972,40000
273975,51406
